PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
593,0,3,16.0,0,47.0,0,0,A/5 3902,7.25,,34
594,0,3,70.0,1,,0,2,364848,7.75,,39
595,0,2,16.0,0,37.0,1,0,SC/AH 29037,26.0,,34
596,0,3,16.0,0,36.0,1,1,345773,24.15,,34
597,1,2,70.0,1,,0,0,248727,33.0,,34
598,0,3,16.0,0,49.0,0,0,LINE,0.0,,34
599,0,3,16.0,0,,0,0,2664,7.225,,55
600,1,1,,0,49.0,1,0,PC 17485,56.9292,47.0,55
601,1,2,79.0,1,24.0,2,1,243847,27.0,,34
602,0,3,16.0,0,,0,0,349214,7.8958,,34
603,0,1,16.0,0,,0,0,113796,42.4,,34
604,0,3,16.0,0,44.0,0,0,364511,8.05,,34
605,1,1,16.0,0,35.0,0,0,111426,26.55,,55
606,0,3,16.0,0,36.0,1,0,349910,15.55,,34
607,0,3,16.0,0,30.0,0,0,349246,7.8958,,34
608,1,1,16.0,0,27.0,0,0,113804,30.5,,34
609,1,2,79.0,1,22.0,1,2,SC/Paris 2123,41.5792,,55
610,1,1,70.0,1,40.0,0,0,PC 17582,153.4625,59.0,34
611,0,3,79.0,1,39.0,1,5,347082,31.275,,34
612,0,3,16.0,0,,0,0,SOTON/O.Q. 3101305,7.05,,34
613,1,3,70.0,1,,1,0,367230,15.5,,39
614,0,3,16.0,0,,0,0,370377,7.75,,39
615,0,3,16.0,0,35.0,0,0,364512,8.05,,34
616,1,2,70.0,1,24.0,1,2,220845,65.0,,34
617,0,3,16.0,0,34.0,1,1,347080,14.4,,34
618,0,3,79.0,1,26.0,1,0,A/5. 3336,16.1,,34
619,1,2,70.0,1,4.0,2,1,230136,39.0,62.0,34
620,0,2,16.0,0,26.0,0,0,31028,10.5,,34
621,0,3,16.0,0,27.0,1,0,2659,14.4542,,55
622,1,1,16.0,0,42.0,1,0,11753,52.5542,76.0,34
623,1,3,16.0,0,20.0,1,1,2653,15.7417,,55
624,0,3,16.0,0,21.0,0,0,350029,7.8542,,34
625,0,3,16.0,0,21.0,0,0,54636,16.1,,34
626,0,1,16.0,0,61.0,0,0,36963,32.3208,76.0,34
627,0,2,,0,57.0,0,0,219533,12.35,,39
628,1,1,70.0,1,21.0,0,0,13502,77.9583,76.0,34
629,0,3,16.0,0,26.0,0,0,349224,7.8958,,34
630,0,3,16.0,0,,0,0,334912,7.7333,,39
631,1,1,16.0,0,80.0,0,0,27042,30.0,47.0,34
632,0,3,16.0,0,51.0,0,0,347743,7.0542,,34
633,1,1,43.0,0,32.0,0,0,13214,30.5,74.0,55
634,0,1,16.0,0,,0,0,112052,0.0,,34
635,0,3,70.0,1,9.0,3,2,347088,27.9,,34
636,1,2,70.0,1,28.0,0,0,237668,13.0,,34
637,0,3,16.0,0,32.0,0,0,STON/O 2. 3101292,7.925,,34
638,0,2,16.0,0,31.0,1,1,C.A. 31921,26.25,,34
639,0,3,79.0,1,41.0,0,5,3101295,39.6875,,34
640,0,3,16.0,0,,1,0,376564,16.1,,34
641,0,3,16.0,0,20.0,0,0,350050,7.8542,,34
642,1,1,,1,24.0,0,0,PC 17477,69.3,74.0,55
643,0,3,70.0,1,2.0,3,2,347088,27.9,,34
644,1,3,16.0,0,,0,0,1601,56.4958,,34
645,1,3,70.0,1,0.75,2,1,2666,19.2583,,55
646,1,1,16.0,0,48.0,1,0,PC 17572,76.7292,76.0,55
647,0,3,16.0,0,19.0,0,0,349231,7.8958,,34
648,1,1,,0,56.0,0,0,13213,35.5,47.0,55
649,0,3,16.0,0,,0,0,S.O./P.P. 751,7.55,,34
650,1,3,70.0,1,23.0,0,0,CA. 2314,7.55,,34
651,0,3,16.0,0,,0,0,349221,7.8958,,34
652,1,2,70.0,1,18.0,0,1,231919,23.0,,34
653,0,3,16.0,0,21.0,0,0,8475,8.4333,,34
654,1,3,70.0,1,,0,0,330919,7.8292,,39
655,0,3,70.0,1,18.0,0,0,365226,6.75,,39
656,0,2,16.0,0,24.0,2,0,S.O.C. 14879,73.5,,34
657,0,3,16.0,0,,0,0,349223,7.8958,,34
658,0,3,79.0,1,32.0,1,1,364849,15.5,,39
659,0,2,16.0,0,23.0,0,0,29751,13.0,,34
660,0,1,16.0,0,58.0,0,2,35273,113.275,76.0,55
661,1,1,43.0,0,50.0,2,0,PC 17611,133.65,,34
662,0,3,16.0,0,40.0,0,0,2623,7.225,,55
663,0,1,16.0,0,47.0,0,0,5727,25.5875,75.0,34
664,0,3,16.0,0,36.0,0,0,349210,7.4958,,34
665,1,3,16.0,0,20.0,1,0,STON/O 2. 3101285,7.925,,34
666,0,2,16.0,0,32.0,2,0,S.O.C. 14879,73.5,,34
667,0,2,16.0,0,25.0,0,0,234686,13.0,,34
668,0,3,16.0,0,,0,0,312993,7.775,,34
669,0,3,16.0,0,43.0,0,0,A/5 3536,8.05,,34
670,1,1,79.0,1,,1,0,19996,52.0,59.0,34
671,1,2,79.0,1,40.0,1,1,29750,39.0,,34
672,0,1,16.0,0,31.0,1,0,F.C. 12750,52.0,74.0,34
673,0,2,16.0,0,70.0,0,0,C.A. 24580,10.5,,34
674,1,2,16.0,0,31.0,0,0,244270,13.0,,34
675,0,2,16.0,0,,0,0,239856,0.0,,34
676,0,3,16.0,0,18.0,0,0,349912,7.775,,34
677,0,3,16.0,0,24.5,0,0,342826,8.05,,34
678,1,3,70.0,1,18.0,0,0,4138,9.8417,,34
679,0,3,79.0,1,43.0,1,6,CA 2144,46.9,,34
680,1,1,16.0,0,36.0,0,1,PC 17755,512.3292,74.0,55
681,0,3,70.0,1,,0,0,330935,8.1375,,39
682,1,1,16.0,0,27.0,0,0,PC 17572,76.7292,76.0,55
683,0,3,16.0,0,20.0,0,0,6563,9.225,,34
684,0,3,16.0,0,14.0,5,2,CA 2144,46.9,,34
685,0,2,16.0,0,60.0,1,1,29750,39.0,,34
686,0,2,16.0,0,25.0,1,2,SC/Paris 2123,41.5792,,55
687,0,3,16.0,0,14.0,4,1,3101295,39.6875,,34
688,0,3,16.0,0,19.0,0,0,349228,10.1708,,34
689,0,3,16.0,0,18.0,0,0,350036,7.7958,,34
690,1,1,70.0,1,15.0,0,1,24160,211.3375,74.0,34
691,1,1,16.0,0,31.0,1,0,17474,57.0,74.0,34
692,1,3,70.0,1,4.0,0,1,349256,13.4167,,55
693,1,3,16.0,0,,0,0,1601,56.4958,,34
694,0,3,16.0,0,25.0,0,0,2672,7.225,,55
695,0,1,,0,60.0,0,0,113800,26.55,,34
696,0,2,16.0,0,52.0,0,0,248731,13.5,,34
697,0,3,16.0,0,44.0,0,0,363592,8.05,,34
698,1,3,70.0,1,,0,0,35852,7.7333,,39
699,0,1,16.0,0,49.0,1,1,17421,110.8833,59.0,55
700,0,3,16.0,0,42.0,0,0,348121,7.65,62.0,34
701,1,1,79.0,1,18.0,1,0,PC 17757,227.525,59.0,55
702,1,1,16.0,0,35.0,0,0,PC 17475,26.2875,75.0,34
703,0,3,70.0,1,18.0,0,1,2691,14.4542,,55
704,0,3,16.0,0,25.0,0,0,36864,7.7417,,39
705,0,3,16.0,0,26.0,1,0,350025,7.8542,,34
706,0,2,16.0,0,39.0,0,0,250655,26.0,,34
707,1,2,79.0,1,45.0,0,0,223596,13.5,,34
708,1,1,16.0,0,42.0,0,0,PC 17476,26.2875,75.0,34
709,1,1,70.0,1,22.0,0,0,113781,151.55,,34
710,1,3,58.0,0,,1,1,2661,15.2458,,55
711,1,1,,1,24.0,0,0,PC 17482,49.5042,59.0,55
712,0,1,16.0,0,,0,0,113028,26.55,59.0,34
713,1,1,16.0,0,48.0,1,0,19996,52.0,59.0,34
714,0,3,16.0,0,29.0,0,0,7545,9.4833,,34
715,0,2,16.0,0,52.0,0,0,250647,13.0,,34
716,0,3,16.0,0,19.0,0,0,348124,7.65,62.0,34
717,1,1,70.0,1,38.0,0,0,PC 17757,227.525,59.0,55
718,1,2,70.0,1,27.0,0,0,34218,10.5,75.0,34
719,0,3,16.0,0,,0,0,36568,15.5,,39
720,0,3,16.0,0,33.0,0,0,347062,7.775,,34
721,1,2,70.0,1,6.0,0,1,248727,33.0,,34
722,0,3,16.0,0,17.0,1,0,350048,7.0542,,34
723,0,2,16.0,0,34.0,0,0,12233,13.0,,34
724,0,2,16.0,0,50.0,0,0,250643,13.0,,34
725,1,1,16.0,0,27.0,1,0,113806,53.1,75.0,34
726,0,3,16.0,0,20.0,0,0,315094,8.6625,,34
727,1,2,79.0,1,30.0,3,0,31027,21.0,,34
728,1,3,70.0,1,,0,0,36866,7.7375,,39
729,0,2,16.0,0,25.0,1,0,236853,26.0,,34
730,0,3,70.0,1,25.0,1,0,STON/O2. 3101271,7.925,,34
731,1,1,70.0,1,29.0,0,0,24160,211.3375,74.0,34
732,0,3,16.0,0,11.0,0,0,2699,18.7875,,55
733,0,2,16.0,0,,0,0,239855,0.0,,34
734,0,2,16.0,0,23.0,0,0,28425,13.0,,34
735,0,2,16.0,0,23.0,0,0,233639,13.0,,34
736,0,3,16.0,0,28.5,0,0,54636,16.1,,34
737,0,3,79.0,1,48.0,1,3,W./C. 6608,34.375,,34
738,1,1,16.0,0,35.0,0,0,PC 17755,512.3292,74.0,55
739,0,3,16.0,0,,0,0,349201,7.8958,,34
740,0,3,16.0,0,,0,0,349218,7.8958,,34
741,1,1,16.0,0,,0,0,16988,30.0,76.0,34
742,0,1,16.0,0,36.0,1,0,19877,78.85,59.0,34
743,1,1,70.0,1,21.0,2,2,PC 17608,262.375,74.0,55
744,0,3,16.0,0,24.0,1,0,376566,16.1,,34
745,1,3,16.0,0,31.0,0,0,STON/O 2. 3101288,7.925,,34
746,0,1,,0,70.0,1,1,WE/P 5735,71.0,74.0,34
747,0,3,16.0,0,16.0,1,1,C.A. 2673,20.25,,34
748,1,2,70.0,1,30.0,0,0,250648,13.0,,34
749,0,1,16.0,0,19.0,1,0,113773,53.1,76.0,34
750,0,3,16.0,0,31.0,0,0,335097,7.75,,39
751,1,2,70.0,1,4.0,1,1,29103,23.0,,34
752,1,3,58.0,0,6.0,0,1,392096,12.475,75.0,34
753,0,3,16.0,0,33.0,0,0,345780,9.5,,34
754,0,3,16.0,0,23.0,0,0,349204,7.8958,,34
755,1,2,79.0,1,48.0,1,2,220845,65.0,,34
756,1,2,58.0,0,0.67,1,1,250649,14.5,,34
757,0,3,16.0,0,28.0,0,0,350042,7.7958,,34
758,0,2,16.0,0,18.0,0,0,29108,11.5,,34
759,0,3,16.0,0,34.0,0,0,363294,8.05,,34
760,1,1,,1,33.0,0,0,110152,86.5,74.0,34
761,0,3,16.0,0,,0,0,358585,14.5,,34
762,0,3,16.0,0,41.0,0,0,SOTON/O2 3101272,7.125,,34
763,1,3,16.0,0,20.0,0,0,2663,7.2292,,55
764,1,1,79.0,1,36.0,1,2,113760,120.0,74.0,34
765,0,3,16.0,0,16.0,0,0,347074,7.775,,34
766,1,1,79.0,1,51.0,1,0,13502,77.9583,76.0,34
767,0,1,43.0,0,,0,0,112379,39.6,,55
768,0,3,70.0,1,30.5,0,0,364850,7.75,,39
769,0,3,16.0,0,,1,0,371110,24.15,,39
770,0,3,16.0,0,32.0,0,0,8471,8.3625,,34
771,0,3,16.0,0,24.0,0,0,345781,9.5,,34
772,0,3,16.0,0,48.0,0,0,350047,7.8542,,34
773,0,2,79.0,1,57.0,0,0,S.O./P.P. 3,10.5,75.0,34
774,0,3,16.0,0,,0,0,2674,7.225,,55
775,1,2,79.0,1,54.0,1,3,29105,23.0,,34
776,0,3,16.0,0,18.0,0,0,347078,7.75,,34
777,0,3,16.0,0,,0,0,383121,7.75,62.0,39
778,1,3,70.0,1,5.0,0,0,364516,12.475,,34
779,0,3,16.0,0,,0,0,36865,7.7375,,39
780,1,1,79.0,1,43.0,0,1,24160,211.3375,74.0,34
781,1,3,70.0,1,13.0,0,0,2687,7.2292,,55
782,1,1,79.0,1,17.0,1,0,17474,57.0,74.0,34
783,0,1,16.0,0,29.0,0,0,113501,30.0,76.0,34
784,0,3,16.0,0,,1,2,W./C. 6607,23.45,,34
785,0,3,16.0,0,25.0,0,0,SOTON/O.Q. 3101312,7.05,,34
786,0,3,16.0,0,25.0,0,0,374887,7.25,,34
787,1,3,70.0,1,18.0,0,0,3101265,7.4958,,34
788,0,3,58.0,0,8.0,4,1,382652,29.125,,39
789,1,3,58.0,0,1.0,1,2,C.A. 2315,20.575,,34
790,0,1,16.0,0,46.0,0,0,PC 17593,79.2,74.0,55
791,0,3,16.0,0,,0,0,12460,7.75,,39
792,0,2,16.0,0,16.0,0,0,239865,26.0,,34
793,0,3,70.0,1,,8,2,CA. 2343,69.55,,34
794,0,1,16.0,0,,0,0,PC 17600,30.6958,,55
795,0,3,16.0,0,25.0,0,0,349203,7.8958,,34
796,0,2,16.0,0,39.0,0,0,28213,13.0,,34
797,1,1,43.0,1,49.0,0,0,17465,25.9292,76.0,34
798,1,3,79.0,1,31.0,0,0,349244,8.6833,,34
799,0,3,16.0,0,30.0,0,0,2685,7.2292,,55
800,0,3,79.0,1,30.0,1,1,345773,24.15,,34
801,0,2,16.0,0,34.0,0,0,250647,13.0,,34
802,1,2,79.0,1,31.0,1,1,C.A. 31921,26.25,,34
803,1,1,58.0,0,11.0,1,2,113760,120.0,74.0,34
804,1,3,58.0,0,0.42,0,1,2625,8.5167,,55
805,1,3,16.0,0,27.0,0,0,347089,6.975,,34
806,0,3,16.0,0,31.0,0,0,347063,7.775,,34
807,0,1,16.0,0,39.0,0,0,112050,0.0,47.0,34
808,0,3,70.0,1,18.0,0,0,347087,7.775,,34
809,0,2,16.0,0,39.0,0,0,248723,13.0,,34
810,1,1,79.0,1,33.0,1,0,113806,53.1,75.0,34
811,0,3,16.0,0,26.0,0,0,3474,7.8875,,34
812,0,3,16.0,0,39.0,0,0,A/4 48871,24.15,,34
813,0,2,16.0,0,35.0,0,0,28206,10.5,,34
814,0,3,70.0,1,6.0,4,2,347082,31.275,,34
815,0,3,16.0,0,30.5,0,0,364499,8.05,,34
816,0,1,16.0,0,,0,0,112058,0.0,74.0,34
817,0,3,70.0,1,23.0,0,0,STON/O2. 3101290,7.925,,34
818,0,2,16.0,0,31.0,1,1,S.C./PARIS 2079,37.0042,,55
819,0,3,16.0,0,43.0,0,0,C 7075,6.45,,34
820,0,3,58.0,0,10.0,3,2,347088,27.9,,34
821,1,1,79.0,1,52.0,1,1,12749,93.5,74.0,34
822,1,3,16.0,0,27.0,0,0,315098,8.6625,,34
823,0,1,,0,38.0,0,0,19972,0.0,,34
824,1,3,79.0,1,27.0,0,1,392096,12.475,75.0,34
825,0,3,58.0,0,2.0,4,1,3101295,39.6875,,34
826,0,3,16.0,0,,0,0,368323,6.95,,39
827,0,3,16.0,0,,0,0,1601,56.4958,,34
828,1,2,58.0,0,1.0,0,2,S.C./PARIS 2079,37.0042,,55
829,1,3,16.0,0,,0,0,367228,7.75,,39
830,1,1,79.0,1,62.0,0,0,113572,80.0,74.0,
831,1,3,79.0,1,15.0,1,0,2659,14.4542,,55
832,1,2,58.0,0,0.83,1,1,29106,18.75,,34
833,0,3,16.0,0,,0,0,2671,7.2292,,55
834,0,3,16.0,0,23.0,0,0,347468,7.8542,,34
835,0,3,16.0,0,18.0,0,0,2223,8.3,,34
836,1,1,70.0,1,39.0,1,1,PC 17756,83.1583,75.0,55
837,0,3,16.0,0,21.0,0,0,315097,8.6625,,34
838,0,3,16.0,0,,0,0,392092,8.05,,34
839,1,3,16.0,0,32.0,0,0,1601,56.4958,,34
840,1,1,16.0,0,,0,0,11774,29.7,59.0,55
841,0,3,16.0,0,20.0,0,0,SOTON/O2 3101287,7.925,,34
842,0,2,16.0,0,16.0,0,0,S.O./P.P. 3,10.5,,34
843,1,1,70.0,1,30.0,0,0,113798,31.0,,55
844,0,3,16.0,0,34.5,0,0,2683,6.4375,,55
845,0,3,16.0,0,17.0,0,0,315090,8.6625,,34
846,0,3,16.0,0,42.0,0,0,C.A. 5547,7.55,,34
847,0,3,16.0,0,,8,2,CA. 2343,69.55,,34
848,0,3,16.0,0,35.0,0,0,349213,7.8958,,55
849,0,2,,0,28.0,0,1,248727,33.0,,34
850,1,1,79.0,1,,1,0,17453,89.1042,59.0,55
851,0,3,58.0,0,4.0,4,2,347082,31.275,,34
852,0,3,16.0,0,74.0,0,0,347060,7.775,,34
853,0,3,70.0,1,9.0,1,1,2678,15.2458,,55
854,1,1,70.0,1,16.0,0,1,PC 17592,39.4,76.0,34
855,0,2,79.0,1,44.0,1,0,244252,26.0,,34
856,1,3,79.0,1,18.0,0,1,392091,9.35,,34
857,1,1,79.0,1,45.0,1,1,36928,164.8667,,34
858,1,1,16.0,0,51.0,0,0,113055,26.55,75.0,34
859,1,3,79.0,1,24.0,0,3,2666,19.2583,,55
860,0,3,16.0,0,,0,0,2629,7.2292,,55
861,0,3,16.0,0,41.0,2,0,350026,14.1083,,34
862,0,2,16.0,0,21.0,1,0,28134,11.5,,34
863,1,1,79.0,1,48.0,0,0,17466,25.9292,76.0,34
864,0,3,70.0,1,,8,2,CA. 2343,69.55,,34
865,0,2,16.0,0,24.0,0,0,233866,13.0,,34
866,1,2,79.0,1,42.0,0,0,236852,13.0,,34
867,1,2,70.0,1,27.0,1,0,SC/PARIS 2149,13.8583,,55
868,0,1,16.0,0,31.0,0,0,PC 17590,50.4958,47.0,34
869,0,3,16.0,0,,0,0,345777,9.5,,34
870,1,3,58.0,0,4.0,1,1,347742,11.1333,,34
871,0,3,16.0,0,26.0,0,0,349248,7.8958,,34
872,1,1,79.0,1,47.0,1,1,11751,52.5542,76.0,34
873,0,1,16.0,0,33.0,0,0,695,5.0,74.0,34
874,0,3,16.0,0,47.0,0,0,345765,9.0,,34
875,1,2,79.0,1,28.0,1,0,P/PP 3381,24.0,,55
876,1,3,70.0,1,15.0,0,0,2667,7.225,,55
877,0,3,16.0,0,20.0,0,0,7534,9.8458,,34
878,0,3,16.0,0,19.0,0,0,349212,7.8958,,34
879,0,3,16.0,0,,0,0,349217,7.8958,,34
880,1,1,79.0,1,56.0,0,1,11767,83.1583,59.0,55
881,1,2,79.0,1,25.0,0,1,230433,26.0,,34
882,0,3,16.0,0,33.0,0,0,349257,7.8958,,34
883,0,3,70.0,1,22.0,0,0,7552,10.5167,,34
884,0,2,16.0,0,28.0,0,0,C.A./SOTON 34068,10.5,,34
885,0,3,16.0,0,25.0,0,0,SOTON/OQ 392076,7.05,,34
886,0,3,79.0,1,39.0,0,5,382652,29.125,,39
887,0,2,,0,27.0,0,0,211536,13.0,,34
888,1,1,70.0,1,19.0,0,0,112053,30.0,74.0,34
889,0,3,70.0,1,,1,2,W./C. 6607,23.45,,34
890,1,1,16.0,0,26.0,0,0,111369,30.0,59.0,55
891,0,3,16.0,0,32.0,0,0,370376,7.75,,39
