PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
447,1,2,70,1,13,0,1,19.5,,34
448,1,1,16,0,34,0,0,26.55,,34
449,1,3,70,1,5,2,1,19.2583,,55
450,1,1,,0,52,0,0,30.5,59,34
451,0,2,16,0,36,1,2,27.75,,34
452,0,3,16,0,,1,0,19.9667,,34
453,0,1,16,0,30,0,0,27.75,59,55
454,1,1,16,0,49,1,0,89.1042,59,55
455,0,3,16,0,,0,0,8.05,,34
456,1,3,16,0,29,0,0,7.8958,,55
457,0,1,16,0,65,0,0,26.55,75,34
458,1,1,79,1,,1,0,51.8625,76,34
459,1,2,70,1,50,0,0,10.5,,34
460,0,3,16,0,,0,0,7.75,,39
461,1,1,16,0,48,0,0,26.55,75,34
462,0,3,16,0,34,0,0,8.05,,34
463,0,1,16,0,47,0,0,38.5,75,34
464,0,2,16,0,48,0,0,13,,34
465,0,3,16,0,,0,0,8.05,,34
466,0,3,16,0,38,0,0,7.05,,34
467,0,2,16,0,,0,0,0,,34
468,0,1,16,0,56,0,0,26.55,,34
469,0,3,16,0,,0,0,7.725,,39
470,1,3,70,1,0.75,2,1,19.2583,,55
471,0,3,16,0,,0,0,7.25,,34
472,0,3,16,0,38,0,0,8.6625,,34
473,1,2,79,1,33,1,2,27.75,,34
474,1,2,79,1,23,0,0,13.7917,76,55
475,0,3,70,1,22,0,0,9.8375,,34
476,0,1,16,0,,0,0,52,47,34
477,0,2,16,0,34,1,0,21,,34
478,0,3,16,0,29,1,0,7.0458,,34
479,0,3,16,0,22,0,0,7.5208,,34
480,1,3,70,1,2,0,1,12.2875,,34
481,0,3,58,0,9,5,2,46.9,,34
482,0,2,16,0,,0,0,0,,34
483,0,3,16,0,50,0,0,8.05,,34
484,1,3,79,1,63,0,0,9.5875,,34
485,1,1,16,0,25,1,0,91.0792,74,55
486,0,3,70,1,,3,1,25.4667,,34
487,1,1,79,1,35,1,0,90,59,34
488,0,1,16,0,58,0,0,29.7,74,55
489,0,3,16,0,30,0,0,8.05,,34
490,1,3,58,0,9,1,1,15.9,,34
491,0,3,16,0,,1,0,19.9667,,34
492,0,3,16,0,21,0,0,7.25,,34
493,0,1,16,0,55,0,0,30.5,59,34
494,0,1,16,0,71,0,0,49.5042,,55
495,0,3,16,0,21,0,0,8.05,,34
496,0,3,16,0,,0,0,14.4583,,55
497,1,1,70,1,54,1,0,78.2667,76,55
498,0,3,16,0,,0,0,15.1,,34
499,0,1,79,1,25,1,2,151.55,59,34
500,0,3,16,0,24,0,0,7.7958,,34
501,0,3,16,0,17,0,0,8.6625,,34
502,0,3,70,1,21,0,0,7.75,,39
503,0,3,70,1,,0,0,7.6292,,39
504,0,3,70,1,37,0,0,9.5875,,34
505,1,1,70,1,16,0,0,86.5,74,34
506,0,1,16,0,18,1,0,108.9,59,55
507,1,2,79,1,33,0,2,26,,34
508,1,1,16,0,,0,0,26.55,,34
509,0,3,16,0,28,0,0,22.525,,34
510,1,3,16,0,26,0,0,56.4958,,34
511,1,3,16,0,29,0,0,7.75,,39
512,0,3,16,0,,0,0,8.05,,34
513,1,1,16,0,36,0,0,26.2875,75,34
514,1,1,79,1,54,1,0,59.4,,55
515,0,3,16,0,24,0,0,7.4958,,34
516,0,1,16,0,47,0,0,34.0208,76,34
517,1,2,79,1,34,0,0,10.5,62,34
518,0,3,16,0,,0,0,24.15,,39
519,1,2,79,1,36,1,0,26,,34
520,0,3,16,0,32,0,0,7.8958,,34
521,1,1,70,1,30,0,0,93.5,74,34
522,0,3,16,0,22,0,0,7.8958,,34
523,0,3,16,0,,0,0,7.225,,55
524,1,1,79,1,44,0,1,57.9792,74,55
525,0,3,16,0,,0,0,7.2292,,55
526,0,3,16,0,40.5,0,0,7.75,,39
527,1,2,70,1,50,0,0,10.5,,34
528,0,1,16,0,,0,0,221.7792,59,34
529,0,3,16,0,39,0,0,7.925,,34
530,0,2,16,0,23,2,1,11.5,,34
531,1,2,70,1,2,1,1,26,,34
532,0,3,16,0,,0,0,7.2292,,55
533,0,3,16,0,17,1,1,7.2292,,55
534,1,3,79,1,,0,2,22.3583,,55
535,0,3,70,1,30,0,0,8.6625,,34
536,1,2,70,1,7,0,2,26.25,,34
537,0,1,,0,45,0,0,26.55,74,34
538,1,1,70,1,30,0,0,106.425,,55
539,0,3,16,0,,0,0,14.5,,34
540,1,1,70,1,22,0,2,49.5,74,55
541,1,1,70,1,36,0,2,71,74,34
542,0,3,70,1,9,4,2,31.275,,34
543,0,3,70,1,11,4,2,31.275,,34
544,1,2,16,0,32,1,0,26,,34
545,0,1,16,0,50,1,0,106.425,59,55
546,0,1,16,0,64,0,0,26,,34
547,1,2,79,1,19,1,0,26,,34
548,1,2,16,0,,0,0,13.8625,,55
549,0,3,16,0,33,1,1,20.525,,34
550,1,2,58,0,8,1,1,36.75,,34
551,1,1,16,0,17,0,2,110.8833,59,55
552,0,2,16,0,27,0,0,26,,34
553,0,3,16,0,,0,0,7.8292,,39
554,1,3,16,0,22,0,0,7.225,,55
555,1,3,70,1,22,0,0,7.775,,34
556,0,1,16,0,62,0,0,26.55,,34
557,1,1,,1,48,1,0,39.6,47,55
558,0,1,16,0,,0,0,227.525,,55
559,1,1,79,1,39,1,1,79.65,75,34
560,1,3,79,1,36,1,0,17.4,,34
561,0,3,16,0,,0,0,7.75,,39
562,0,3,16,0,40,0,0,7.8958,,34
563,0,2,16,0,28,0,0,13.5,,34
564,0,3,16,0,,0,0,8.05,,34
565,0,3,70,1,,0,0,8.05,,34
566,0,3,16,0,24,2,0,24.15,,34
567,0,3,16,0,19,0,0,7.8958,,34
568,0,3,79,1,29,0,4,21.075,,34
569,0,3,16,0,,0,0,7.2292,,55
570,1,3,16,0,32,0,0,7.8542,,34
571,1,2,16,0,62,0,0,10.5,,34
572,1,1,79,1,53,2,0,51.4792,59,34
573,1,1,16,0,36,0,0,26.3875,75,34
574,1,3,70,1,,0,0,7.75,,39
575,0,3,16,0,16,0,0,8.05,,34
576,0,3,16,0,19,0,0,14.5,,34
577,1,2,70,1,34,0,0,13,,34
578,1,1,79,1,39,1,0,55.9,75,34
579,0,3,79,1,,1,0,14.4583,,55
580,1,3,16,0,32,0,0,7.925,,34
581,1,2,70,1,25,1,1,30,,34
582,1,1,79,1,39,1,1,110.8833,59,55
583,0,2,16,0,54,0,0,26,,34
584,0,1,16,0,36,0,0,40.125,47,55
585,0,3,16,0,,0,0,8.7125,,55
586,1,1,70,1,18,0,2,79.65,75,34
587,0,2,16,0,47,0,0,15,,34
588,1,1,16,0,60,1,1,79.2,74,55
589,0,3,16,0,22,0,0,8.05,,34
590,0,3,16,0,,0,0,8.05,,34
591,0,3,16,0,35,0,0,7.125,,34
592,1,1,79,1,52,1,0,78.2667,76,55
593,0,3,16,0,47,0,0,7.25,,34
594,0,3,70,1,,0,2,7.75,,39
595,0,2,16,0,37,1,0,26,,34
596,0,3,16,0,36,1,1,24.15,,34
597,1,2,70,1,,0,0,33,,34
598,0,3,16,0,49,0,0,0,,34
599,0,3,16,0,,0,0,7.225,,55
600,1,1,,0,49,1,0,56.9292,47,55
601,1,2,79,1,24,2,1,27,,34
602,0,3,16,0,,0,0,7.8958,,34
603,0,1,16,0,,0,0,42.4,,34
604,0,3,16,0,44,0,0,8.05,,34
605,1,1,16,0,35,0,0,26.55,,55
606,0,3,16,0,36,1,0,15.55,,34
607,0,3,16,0,30,0,0,7.8958,,34
608,1,1,16,0,27,0,0,30.5,,34
609,1,2,79,1,22,1,2,41.5792,,55
610,1,1,70,1,40,0,0,153.4625,59,34
611,0,3,79,1,39,1,5,31.275,,34
612,0,3,16,0,,0,0,7.05,,34
613,1,3,70,1,,1,0,15.5,,39
614,0,3,16,0,,0,0,7.75,,39
615,0,3,16,0,35,0,0,8.05,,34
616,1,2,70,1,24,1,2,65,,34
617,0,3,16,0,34,1,1,14.4,,34
618,0,3,79,1,26,1,0,16.1,,34
619,1,2,70,1,4,2,1,39,62,34
620,0,2,16,0,26,0,0,10.5,,34
621,0,3,16,0,27,1,0,14.4542,,55
622,1,1,16,0,42,1,0,52.5542,76,34
623,1,3,16,0,20,1,1,15.7417,,55
624,0,3,16,0,21,0,0,7.8542,,34
625,0,3,16,0,21,0,0,16.1,,34
626,0,1,16,0,61,0,0,32.3208,76,34
627,0,2,,0,57,0,0,12.35,,39
628,1,1,70,1,21,0,0,77.9583,76,34
629,0,3,16,0,26,0,0,7.8958,,34
630,0,3,16,0,,0,0,7.7333,,39
631,1,1,16,0,80,0,0,30,47,34
632,0,3,16,0,51,0,0,7.0542,,34
633,1,1,43,0,32,0,0,30.5,74,55
634,0,1,16,0,,0,0,0,,34
635,0,3,70,1,9,3,2,27.9,,34
636,1,2,70,1,28,0,0,13,,34
637,0,3,16,0,32,0,0,7.925,,34
638,0,2,16,0,31,1,1,26.25,,34
639,0,3,79,1,41,0,5,39.6875,,34
640,0,3,16,0,,1,0,16.1,,34
641,0,3,16,0,20,0,0,7.8542,,34
642,1,1,,1,24,0,0,69.3,74,55
643,0,3,70,1,2,3,2,27.9,,34
644,1,3,16,0,,0,0,56.4958,,34
645,1,3,70,1,0.75,2,1,19.2583,,55
646,1,1,16,0,48,1,0,76.7292,76,55
647,0,3,16,0,19,0,0,7.8958,,34
648,1,1,,0,56,0,0,35.5,47,55
649,0,3,16,0,,0,0,7.55,,34
650,1,3,70,1,23,0,0,7.55,,34
651,0,3,16,0,,0,0,7.8958,,34
652,1,2,70,1,18,0,1,23,,34
653,0,3,16,0,21,0,0,8.4333,,34
654,1,3,70,1,,0,0,7.8292,,39
655,0,3,70,1,18,0,0,6.75,,39
656,0,2,16,0,24,2,0,73.5,,34
657,0,3,16,0,,0,0,7.8958,,34
658,0,3,79,1,32,1,1,15.5,,39
659,0,2,16,0,23,0,0,13,,34
660,0,1,16,0,58,0,2,113.275,76,55
661,1,1,43,0,50,2,0,133.65,,34
662,0,3,16,0,40,0,0,7.225,,55
663,0,1,16,0,47,0,0,25.5875,75,34
664,0,3,16,0,36,0,0,7.4958,,34
665,1,3,16,0,20,1,0,7.925,,34
666,0,2,16,0,32,2,0,73.5,,34
667,0,2,16,0,25,0,0,13,,34
668,0,3,16,0,,0,0,7.775,,34
669,0,3,16,0,43,0,0,8.05,,34
670,1,1,79,1,,1,0,52,59,34
671,1,2,79,1,40,1,1,39,,34
672,0,1,16,0,31,1,0,52,74,34
673,0,2,16,0,70,0,0,10.5,,34
674,1,2,16,0,31,0,0,13,,34
675,0,2,16,0,,0,0,0,,34
676,0,3,16,0,18,0,0,7.775,,34
677,0,3,16,0,24.5,0,0,8.05,,34
678,1,3,70,1,18,0,0,9.8417,,34
679,0,3,79,1,43,1,6,46.9,,34
680,1,1,16,0,36,0,1,512.3292,74,55
681,0,3,70,1,,0,0,8.1375,,39
682,1,1,16,0,27,0,0,76.7292,76,55
683,0,3,16,0,20,0,0,9.225,,34
684,0,3,16,0,14,5,2,46.9,,34
685,0,2,16,0,60,1,1,39,,34
686,0,2,16,0,25,1,2,41.5792,,55
687,0,3,16,0,14,4,1,39.6875,,34
688,0,3,16,0,19,0,0,10.1708,,34
689,0,3,16,0,18,0,0,7.7958,,34
690,1,1,70,1,15,0,1,211.3375,74,34
691,1,1,16,0,31,1,0,57,74,34
692,1,3,70,1,4,0,1,13.4167,,55
693,1,3,16,0,,0,0,56.4958,,34
694,0,3,16,0,25,0,0,7.225,,55
695,0,1,,0,60,0,0,26.55,,34
696,0,2,16,0,52,0,0,13.5,,34
697,0,3,16,0,44,0,0,8.05,,34
698,1,3,70,1,,0,0,7.7333,,39
699,0,1,16,0,49,1,1,110.8833,59,55
700,0,3,16,0,42,0,0,7.65,62,34
701,1,1,79,1,18,1,0,227.525,59,55
702,1,1,16,0,35,0,0,26.2875,75,34
703,0,3,70,1,18,0,1,14.4542,,55
704,0,3,16,0,25,0,0,7.7417,,39
705,0,3,16,0,26,1,0,7.8542,,34
706,0,2,16,0,39,0,0,26,,34
707,1,2,79,1,45,0,0,13.5,,34
708,1,1,16,0,42,0,0,26.2875,75,34
709,1,1,70,1,22,0,0,151.55,,34
710,1,3,58,0,,1,1,15.2458,,55
711,1,1,,1,24,0,0,49.5042,59,55
712,0,1,16,0,,0,0,26.55,59,34
713,1,1,16,0,48,1,0,52,59,34
714,0,3,16,0,29,0,0,9.4833,,34
715,0,2,16,0,52,0,0,13,,34
716,0,3,16,0,19,0,0,7.65,62,34
717,1,1,70,1,38,0,0,227.525,59,55
718,1,2,70,1,27,0,0,10.5,75,34
719,0,3,16,0,,0,0,15.5,,39
720,0,3,16,0,33,0,0,7.775,,34
721,1,2,70,1,6,0,1,33,,34
722,0,3,16,0,17,1,0,7.0542,,34
723,0,2,16,0,34,0,0,13,,34
724,0,2,16,0,50,0,0,13,,34
725,1,1,16,0,27,1,0,53.1,75,34
726,0,3,16,0,20,0,0,8.6625,,34
727,1,2,79,1,30,3,0,21,,34
728,1,3,70,1,,0,0,7.7375,,39
729,0,2,16,0,25,1,0,26,,34
730,0,3,70,1,25,1,0,7.925,,34
731,1,1,70,1,29,0,0,211.3375,74,34
732,0,3,16,0,11,0,0,18.7875,,55
733,0,2,16,0,,0,0,0,,34
734,0,2,16,0,23,0,0,13,,34
735,0,2,16,0,23,0,0,13,,34
736,0,3,16,0,28.5,0,0,16.1,,34
737,0,3,79,1,48,1,3,34.375,,34
738,1,1,16,0,35,0,0,512.3292,74,55
739,0,3,16,0,,0,0,7.8958,,34
740,0,3,16,0,,0,0,7.8958,,34
741,1,1,16,0,,0,0,30,76,34
742,0,1,16,0,36,1,0,78.85,59,34
743,1,1,70,1,21,2,2,262.375,74,55
744,0,3,16,0,24,1,0,16.1,,34
745,1,3,16,0,31,0,0,7.925,,34
746,0,1,,0,70,1,1,71,74,34
747,0,3,16,0,16,1,1,20.25,,34
748,1,2,70,1,30,0,0,13,,34
749,0,1,16,0,19,1,0,53.1,76,34
750,0,3,16,0,31,0,0,7.75,,39
751,1,2,70,1,4,1,1,23,,34
752,1,3,58,0,6,0,1,12.475,75,34
753,0,3,16,0,33,0,0,9.5,,34
754,0,3,16,0,23,0,0,7.8958,,34
755,1,2,79,1,48,1,2,65,,34
756,1,2,58,0,0.67,1,1,14.5,,34
757,0,3,16,0,28,0,0,7.7958,,34
758,0,2,16,0,18,0,0,11.5,,34
759,0,3,16,0,34,0,0,8.05,,34
760,1,1,,1,33,0,0,86.5,74,34
761,0,3,16,0,,0,0,14.5,,34
762,0,3,16,0,41,0,0,7.125,,34
763,1,3,16,0,20,0,0,7.2292,,55
764,1,1,79,1,36,1,2,120,74,34
765,0,3,16,0,16,0,0,7.775,,34
766,1,1,79,1,51,1,0,77.9583,76,34
767,0,1,43,0,,0,0,39.6,,55
768,0,3,70,1,30.5,0,0,7.75,,39
769,0,3,16,0,,1,0,24.15,,39
770,0,3,16,0,32,0,0,8.3625,,34
771,0,3,16,0,24,0,0,9.5,,34
772,0,3,16,0,48,0,0,7.8542,,34
773,0,2,79,1,57,0,0,10.5,75,34
774,0,3,16,0,,0,0,7.225,,55
775,1,2,79,1,54,1,3,23,,34
776,0,3,16,0,18,0,0,7.75,,34
777,0,3,16,0,,0,0,7.75,62,39
778,1,3,70,1,5,0,0,12.475,,34
779,0,3,16,0,,0,0,7.7375,,39
780,1,1,79,1,43,0,1,211.3375,74,34
781,1,3,70,1,13,0,0,7.2292,,55
782,1,1,79,1,17,1,0,57,74,34
783,0,1,16,0,29,0,0,30,76,34
784,0,3,16,0,,1,2,23.45,,34
785,0,3,16,0,25,0,0,7.05,,34
786,0,3,16,0,25,0,0,7.25,,34
787,1,3,70,1,18,0,0,7.4958,,34
788,0,3,58,0,8,4,1,29.125,,39
789,1,3,58,0,1,1,2,20.575,,34
790,0,1,16,0,46,0,0,79.2,74,55
791,0,3,16,0,,0,0,7.75,,39
792,0,2,16,0,16,0,0,26,,34
793,0,3,70,1,,8,2,69.55,,34
794,0,1,16,0,,0,0,30.6958,,55
795,0,3,16,0,25,0,0,7.8958,,34
796,0,2,16,0,39,0,0,13,,34
797,1,1,43,1,49,0,0,25.9292,76,34
798,1,3,79,1,31,0,0,8.6833,,34
799,0,3,16,0,30,0,0,7.2292,,55
800,0,3,79,1,30,1,1,24.15,,34
801,0,2,16,0,34,0,0,13,,34
802,1,2,79,1,31,1,1,26.25,,34
803,1,1,58,0,11,1,2,120,74,34
804,1,3,58,0,0.42,0,1,8.5167,,55
805,1,3,16,0,27,0,0,6.975,,34
806,0,3,16,0,31,0,0,7.775,,34
807,0,1,16,0,39,0,0,0,47,34
808,0,3,70,1,18,0,0,7.775,,34
809,0,2,16,0,39,0,0,13,,34
810,1,1,79,1,33,1,0,53.1,75,34
811,0,3,16,0,26,0,0,7.8875,,34
812,0,3,16,0,39,0,0,24.15,,34
813,0,2,16,0,35,0,0,10.5,,34
814,0,3,70,1,6,4,2,31.275,,34
815,0,3,16,0,30.5,0,0,8.05,,34
816,0,1,16,0,,0,0,0,74,34
817,0,3,70,1,23,0,0,7.925,,34
818,0,2,16,0,31,1,1,37.0042,,55
819,0,3,16,0,43,0,0,6.45,,34
820,0,3,58,0,10,3,2,27.9,,34
821,1,1,79,1,52,1,1,93.5,74,34
822,1,3,16,0,27,0,0,8.6625,,34
823,0,1,,0,38,0,0,0,,34
824,1,3,79,1,27,0,1,12.475,75,34
825,0,3,58,0,2,4,1,39.6875,,34
826,0,3,16,0,,0,0,6.95,,39
827,0,3,16,0,,0,0,56.4958,,34
828,1,2,58,0,1,0,2,37.0042,,55
829,1,3,16,0,,0,0,7.75,,39
830,1,1,79,1,62,0,0,80,74,
831,1,3,79,1,15,1,0,14.4542,,55
832,1,2,58,0,0.83,1,1,18.75,,34
833,0,3,16,0,,0,0,7.2292,,55
834,0,3,16,0,23,0,0,7.8542,,34
835,0,3,16,0,18,0,0,8.3,,34
836,1,1,70,1,39,1,1,83.1583,75,55
837,0,3,16,0,21,0,0,8.6625,,34
838,0,3,16,0,,0,0,8.05,,34
839,1,3,16,0,32,0,0,56.4958,,34
840,1,1,16,0,,0,0,29.7,59,55
841,0,3,16,0,20,0,0,7.925,,34
842,0,2,16,0,16,0,0,10.5,,34
843,1,1,70,1,30,0,0,31,,55
844,0,3,16,0,34.5,0,0,6.4375,,55
845,0,3,16,0,17,0,0,8.6625,,34
846,0,3,16,0,42,0,0,7.55,,34
847,0,3,16,0,,8,2,69.55,,34
848,0,3,16,0,35,0,0,7.8958,,55
849,0,2,,0,28,0,1,33,,34
850,1,1,79,1,,1,0,89.1042,59,55
851,0,3,58,0,4,4,2,31.275,,34
852,0,3,16,0,74,0,0,7.775,,34
853,0,3,70,1,9,1,1,15.2458,,55
854,1,1,70,1,16,0,1,39.4,76,34
855,0,2,79,1,44,1,0,26,,34
856,1,3,79,1,18,0,1,9.35,,34
857,1,1,79,1,45,1,1,164.8667,,34
858,1,1,16,0,51,0,0,26.55,75,34
859,1,3,79,1,24,0,3,19.2583,,55
860,0,3,16,0,,0,0,7.2292,,55
861,0,3,16,0,41,2,0,14.1083,,34
862,0,2,16,0,21,1,0,11.5,,34
863,1,1,79,1,48,0,0,25.9292,76,34
864,0,3,70,1,,8,2,69.55,,34
865,0,2,16,0,24,0,0,13,,34
866,1,2,79,1,42,0,0,13,,34
867,1,2,70,1,27,1,0,13.8583,,55
868,0,1,16,0,31,0,0,50.4958,47,34
869,0,3,16,0,,0,0,9.5,,34
870,1,3,58,0,4,1,1,11.1333,,34
871,0,3,16,0,26,0,0,7.8958,,34
872,1,1,79,1,47,1,1,52.5542,76,34
873,0,1,16,0,33,0,0,5,74,34
874,0,3,16,0,47,0,0,9,,34
875,1,2,79,1,28,1,0,24,,55
876,1,3,70,1,15,0,0,7.225,,55
877,0,3,16,0,20,0,0,9.8458,,34
878,0,3,16,0,19,0,0,7.8958,,34
879,0,3,16,0,,0,0,7.8958,,34
880,1,1,79,1,56,0,1,83.1583,59,55
881,1,2,79,1,25,0,1,26,,34
882,0,3,16,0,33,0,0,7.8958,,34
883,0,3,70,1,22,0,0,10.5167,,34
884,0,2,16,0,28,0,0,10.5,,34
885,0,3,16,0,25,0,0,7.05,,34
886,0,3,79,1,39,0,5,29.125,,39
887,0,2,,0,27,0,0,13,,34
888,1,1,70,1,19,0,0,30,74,34
889,0,3,70,1,,1,2,23.45,,34
890,1,1,16,0,26,0,0,30,59,55
891,0,3,16,0,32,0,0,7.75,,39